Variable,Value
makam,muhayyer
form,sarki
usul,senginsemai
title,gezdim_yurudum
composer,lemi_atli
filename,muhayyer--sarki--senginsemai--gezdim_yurudum--lemi_atli.txt
note_count,542
unique_note_count,19
minimum_koma53,-1
maximum_koma53,389
mean_koma53,337.33025830258305
median_koma53,343.0
std_koma53,45.24175936776788
koma53_range,390
total_unit_duration,60.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11116236162361623
median_unit_duration,0.0625
std_unit_duration,0.07565778759317755
most_common_note,A5
most_common_note_count,97
