Variable,Value
makam,suzidil
form,sazsemaisi
usul,aksaksemai
title,
composer,abdulhalim_aga
filename,suzidil--sazsemaisi--aksaksemai----abdulhalim_aga.txt
note_count,545
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,321.29908256880736
median_koma53,336.0
std_koma53,63.70988140098333
koma53_range,381
total_unit_duration,75.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1378440366972477
median_unit_duration,0.125
std_unit_duration,0.0680541893608136
most_common_note,E5
most_common_note_count,77
