Variable,Value
makam,nisaburek
form,turku
usul,aksak
title,fincani_tastan
composer,
filename,nisaburek--turku--aksak--fincani_tastan--.txt
note_count,417
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,307.9736211031175
median_koma53,321.0
std_koma53,67.26048513186177
koma53_range,359
total_unit_duration,71.5
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.17146282973621102
median_unit_duration,0.125
std_unit_duration,0.09755616816368423
most_common_note,A4
most_common_note_count,72
