Variable,Value
makam,huseyni
form,ilahi
usul,agirduyek
title,bahr-i_umman
composer,ali_ufki
filename,huseyni--ilahi--agirduyek--bahr-i_umman--ali_ufki.txt
note_count,103
unique_note_count,8
minimum_koma53,0
maximum_koma53,349
mean_koma53,323.126213592233
median_koma53,327.0
std_koma53,34.25042710815713
koma53_range,349
total_unit_duration,32.25
minimum_unit_duration,0.125
maximum_unit_duration,1.0
mean_unit_duration,0.3131067961165049
median_unit_duration,0.25
std_unit_duration,0.2964629035624088
most_common_note,E5
most_common_note_count,26
