Variable,Value
makam,hisarbuselik
form,aranagme
usul,yuruksemai_ii
title,1
composer,
filename,hisarbuselik--aranagme--yuruksemai_ii--1--.txt
note_count,149
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,300.51006711409394
median_koma53,318.0
std_koma53,77.52938566254528
koma53_range,359
total_unit_duration,27.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1820469798657718
median_unit_duration,0.125
std_unit_duration,0.15530676207283087
most_common_note,C5
most_common_note_count,42
