Variable,Value
makam,saba
form,taksim
usul,serbest
title,-tanburi_cemil_bey
composer,
filename,saba--taksim--serbest---tanburi_cemil_bey.txt
note_count,590
unique_note_count,16
minimum_koma53,-1
maximum_koma53,365
mean_koma53,306.35593220338984
median_koma53,318.0
std_koma53,71.28373271993938
koma53_range,366
total_unit_duration,62.4375
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.10582627118644068
median_unit_duration,0.0625
std_unit_duration,0.09324364107365908
most_common_note,C5
most_common_note_count,127
