Variable,Value
makam,tahir
form,seyir
usul,turkaksagi
title,1
composer,erol_bingol
filename,tahir--seyir--turkaksagi--1--erol_bingol.txt
note_count,37
unique_note_count,11
minimum_koma53,305
maximum_koma53,371
mean_koma53,341.9189189189189
median_koma53,343.0
std_koma53,18.178709125388014
koma53_range,66
total_unit_duration,5.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.13513513513513514
median_unit_duration,0.125
std_unit_duration,0.08528128691511344
most_common_note,A5
most_common_note_count,9
