Variable,Value
makam,ussak
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,ussak--seyir--sofyan--1--sefik_gurmeric.txt
note_count,110
unique_note_count,12
minimum_koma53,-1
maximum_koma53,349
mean_koma53,300.42727272727274
median_koma53,312.0
std_koma53,67.56491395686322
koma53_range,350
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.14545454545454545
median_unit_duration,0.125
std_unit_duration,0.12758482599112636
most_common_note,A4
most_common_note_count,23
