Variable,Value
makam,nihavent
form,seyir
usul,semai
title,1
composer,rauf_yekta
filename,nihavent--seyir--semai--1--rauf_yekta.txt
note_count,73
unique_note_count,13
minimum_koma53,-1
maximum_koma53,362
mean_koma53,288.36986301369865
median_koma53,318.0
std_koma53,103.78938433852404
koma53_range,363
total_unit_duration,24.0
minimum_unit_duration,0.25
maximum_unit_duration,0.5
mean_unit_duration,0.3287671232876712
median_unit_duration,0.25
std_unit_duration,0.11693950484330982
most_common_note,D5
most_common_note_count,11
