Variable,Value
makam,kurdilihicazkar
form,sarki
usul,duyek
title,sen_korfeze
composer,avni_anil
filename,kurdilihicazkar--sarki--duyek--sen_korfeze--avni_anil.txt
note_count,418
unique_note_count,18
minimum_koma53,-1
maximum_koma53,380
mean_koma53,326.6267942583732
median_koma53,349.0
std_koma53,72.29621620436549
koma53_range,381
total_unit_duration,58.125
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,1.0
mean_unit_duration,0.139055023923445
median_unit_duration,0.0625
std_unit_duration,0.16775521069137656
most_common_note,G5
most_common_note_count,99
