Variable,Value
makam,rast
form,sarki
usul,curcuna
title,nihansin_dideden
composer,haci_faik_bey
filename,rast--sarki--curcuna--nihansin_dideden--haci_faik_bey.txt
note_count,320
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,294.6875
median_koma53,313.0
std_koma53,81.39448330338922
koma53_range,359
total_unit_duration,53.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.168359375
median_unit_duration,0.125
std_unit_duration,0.09872742267004121
most_common_note,C5
most_common_note_count,58
