Variable,Value
makam,kurdilihicazkar
form,sarki
usul,duyek
title,avuclarimda_hala
composer,yusuf_nalkesen
filename,kurdilihicazkar--sarki--duyek--avuclarimda_hala--yusuf_nalkesen.txt
note_count,443
unique_note_count,10
minimum_koma53,-1
maximum_koma53,362
mean_koma53,319.75846501128666
median_koma53,340.0
std_koma53,74.95089124884336
koma53_range,363
total_unit_duration,64.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.14446952595936793
median_unit_duration,0.125
std_unit_duration,0.1249650434252778
most_common_note,G5
most_common_note_count,107
