Variable,Value
makam,nihavent
form,kar
usul,hafif
title,ey_cerh-i
composer,haci_faik_bey
filename,nihavent--kar--hafif--ey_cerh-i--haci_faik_bey.txt
note_count,829
unique_note_count,28
minimum_koma53,-1
maximum_koma53,371
mean_koma53,306.44270205066346
median_koma53,318.0
std_koma53,57.339257870792125
koma53_range,372
total_unit_duration,155.875
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.18802774427020508
median_unit_duration,0.125
std_unit_duration,0.13522388892175424
most_common_note,D5
most_common_note_count,142
