Variable,Value
makam,gerdaniye
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,gerdaniye--seyir--sofyan--1--sefik_gurmeric.txt
note_count,99
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,319.3838383838384
median_koma53,343.0
std_koma53,83.36894971722508
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16161616161616163
median_unit_duration,0.125
std_unit_duration,0.08423675419046629
most_common_note,G5
most_common_note_count,21
