Variable,Value
makam,acemasiran
form,aranagme
usul,curcuna
title,1
composer,
filename,acemasiran--aranagme--curcuna--1--.txt
note_count,121
unique_note_count,12
minimum_koma53,-1
maximum_koma53,358
mean_koma53,309.801652892562
median_koma53,327.0
std_koma53,66.94856481343355
koma53_range,359
total_unit_duration,20.125
minimum_unit_duration,0.125
maximum_unit_duration,0.375
mean_unit_duration,0.16632231404958678
median_unit_duration,0.125
std_unit_duration,0.06729217573091653
most_common_note,D5
most_common_note_count,22
