Variable,Value
makam,tahir
form,kupe
usul,duyek
title,al_al
composer,ahmet_avni_konuk
filename,tahir--kupe--duyek--al_al--ahmet_avni_konuk.txt
note_count,88
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,313.875
median_koma53,336.0
std_koma53,87.02434756414733
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.18181818181818182
median_unit_duration,0.125
std_unit_duration,0.08971757032065918
most_common_note,E5
most_common_note_count,16
