Variable,Value
makam,mahur
form,sarki
usul,curcuna
title,yuce_dagdan
composer,selahaddin_pinar
filename,mahur--sarki--curcuna--yuce_dagdan--selahaddin_pinar.txt
note_count,374
unique_note_count,21
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.1417112299465
median_koma53,341.0
std_koma53,72.81857968770115
koma53_range,372
total_unit_duration,66.375
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.17747326203208555
median_unit_duration,0.125
std_unit_duration,0.18143607935508163
most_common_note,G5
most_common_note_count,80
