Variable,Value
makam,gerdaniye
form,turku
usul,nimsofyan
title,al_almanin
composer,malatya
filename,gerdaniye--turku--nimsofyan--al_almanin--malatya.txt
note_count,261
unique_note_count,8
minimum_koma53,-1
maximum_koma53,349
mean_koma53,313.6475095785441
median_koma53,327.0
std_koma53,60.78301796242187
koma53_range,350
total_unit_duration,20.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.07758620689655173
median_unit_duration,0.0625
std_unit_duration,0.04170947182340959
most_common_note,D5
most_common_note_count,66
