Variable,Value
makam,mahur
form,sarki
usul,sofyan
title,gordum_bugun
composer,dede_efendi
filename,mahur--sarki--sofyan--gordum_bugun--dede_efendi.txt
note_count,352
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,317.0625
median_koma53,332.0
std_koma53,72.25648020505795
koma53_range,381
total_unit_duration,40.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11434659090909091
median_unit_duration,0.0625
std_unit_duration,0.08777383428730902
most_common_note,G5
most_common_note_count,47
