Variable,Value
makam,sehnaz
form,sarki
usul,aydin
title,ey_dilber-i
composer,rahmi_bey
filename,sehnaz--sarki--aydin--ey_dilber-i--rahmi_bey.txt
note_count,691
unique_note_count,19
minimum_koma53,-1
maximum_koma53,380
mean_koma53,326.25036179450075
median_koma53,341.0
std_koma53,68.86384052953778
koma53_range,381
total_unit_duration,105.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.15321997105643995
median_unit_duration,0.125
std_unit_duration,0.07632902713376849
most_common_note,A5
most_common_note_count,117
