Variable,Value
makam,segah
form,ornek_oz
usul,duyek
title,1
composer,ruhi_ayangil
filename,segah--ornek_oz--duyek--1--ruhi_ayangil.txt
note_count,21
unique_note_count,7
minimum_koma53,296
maximum_koma53,344
mean_koma53,319.6190476190476
median_koma53,318.0
std_koma53,11.595154981612755
koma53_range,48
total_unit_duration,4.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.19047619047619047
median_unit_duration,0.125
std_unit_duration,0.1225959293971945
most_common_note,B4b1
most_common_note_count,6
