Variable,Value
makam,karcigar
form,sazeseri
usul,sofyan
title,
composer,mutlu_torun
filename,karcigar--sazeseri--sofyan----mutlu_torun.txt
note_count,297
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,327.8013468013468
median_koma53,327.0
std_koma53,38.06117406430037
koma53_range,372
total_unit_duration,22.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.07491582491582492
median_unit_duration,0.0625
std_unit_duration,0.042563461983528735
most_common_note,D5
most_common_note_count,43
