Variable,Value
makam,buselik
form,ilahi
usul,sofyan_8
title,bizi_insan
composer,cinucen_tanrikorur
filename,buselik--ilahi--sofyan_8--bizi_insan--cinucen_tanrikorur.txt
note_count,406
unique_note_count,18
minimum_koma53,-1
maximum_koma53,380
mean_koma53,303.73152709359607
median_koma53,318.0
std_koma53,78.09142689313236
koma53_range,381
total_unit_duration,45.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.1875
mean_unit_duration,0.11114532019704433
median_unit_duration,0.125
std_unit_duration,0.04303866840464943
most_common_note,C5
most_common_note_count,96
