Variable,Value
makam,yeni_cargah
form,turku
usul,kapali_curcuna
title,giderim_yolum
composer,
filename,yeni_cargah--turku--kapali_curcuna--giderim_yolum--.txt
note_count,353
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,281.38243626062325
median_koma53,327.0
std_koma53,113.85064692075775
koma53_range,350
total_unit_duration,80.125
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.22698300283286119
median_unit_duration,0.25
std_unit_duration,0.11559642642047654
most_common_note,D5
most_common_note_count,100
