Variable,Value
makam,mahur
form,aranagme
usul,senginsemai
title,1
composer,
filename,mahur--aranagme--senginsemai--1--.txt
note_count,129
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,313.7984496124031
median_koma53,327.0
std_koma53,77.98050435895833
koma53_range,372
total_unit_duration,12.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.09496124031007752
median_unit_duration,0.0625
std_unit_duration,0.09069482825038194
most_common_note,G5
most_common_note_count,22
