Variable,Value
makam,ussak
form,sarki
usul,aksak
title,ducar-i_hicr-i
composer,sevki_bey
filename,ussak--sarki--aksak--ducar-i_hicr-i--sevki_bey.txt
note_count,346
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,314.90751445086704
median_koma53,327.0
std_koma53,53.85097634689907
koma53_range,359
total_unit_duration,53.375
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.15426300578034682
median_unit_duration,0.125
std_unit_duration,0.11411632212478164
most_common_note,B4b1
most_common_note_count,62
