Variable,Value
makam,rast
form,sarki
usul,curcuna
title,icime_hep
composer,yildirim_gurses
filename,rast--sarki--curcuna--icime_hep--yildirim_gurses.txt
note_count,361
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,292.97506925207756
median_koma53,318.0
std_koma53,95.128316493847
koma53_range,372
total_unit_duration,70.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.19425207756232687
median_unit_duration,0.125
std_unit_duration,0.22407426029692964
most_common_note,D5
most_common_note_count,56
