Variable,Value
makam,neveser
form,sazsemaisi
usul,aksaksemai
title,
composer,yusuf_pasa
filename,neveser--sazsemaisi--aksaksemai----yusuf_pasa.txt
note_count,580
unique_note_count,16
minimum_koma53,-1
maximum_koma53,385
mean_koma53,312.39827586206894
median_koma53,322.0
std_koma53,62.12930132697454
koma53_range,386
total_unit_duration,61.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10646551724137931
median_unit_duration,0.0625
std_unit_duration,0.0651941508595291
most_common_note,D5
most_common_note_count,103
