Variable,Value
makam,mahur
form,sarki
usul,duyek
title,gul_mevsimi
composer,tanburi_mustafa_cavus
filename,mahur--sarki--duyek--gul_mevsimi--tanburi_mustafa_cavus.txt
note_count,459
unique_note_count,17
minimum_koma53,-1
maximum_koma53,362
mean_koma53,311.44444444444446
median_koma53,327.0
std_koma53,76.87591847476787
koma53_range,363
total_unit_duration,41.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.08959694989106753
median_unit_duration,0.0625
std_unit_duration,0.05009401228785469
most_common_note,D5
most_common_note_count,69
