Variable,Value
makam,neveser
form,sarki
usul,agiraksak
title,hangi_bir
composer,rustu_eric
filename,neveser--sarki--agiraksak--hangi_bir--rustu_eric.txt
note_count,904
unique_note_count,12
minimum_koma53,-1
maximum_koma53,375
mean_koma53,314.64933628318585
median_koma53,327.0
std_koma53,66.77686219067925
koma53_range,376
total_unit_duration,157.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17422566371681417
median_unit_duration,0.125
std_unit_duration,0.12197370032506008
most_common_note,D5
most_common_note_count,150
