Variable,Value
makam,hisarbuselik
form,yuruksemai
usul,yuruksemai_ii
title,yine_bezm-i
composer,dede_efendi
filename,hisarbuselik--yuruksemai--yuruksemai_ii--yine_bezm-i--dede_efendi.txt
note_count,493
unique_note_count,16
minimum_koma53,-1
maximum_koma53,367
mean_koma53,321.08316430020284
median_koma53,327.0
std_koma53,46.40778053335339
koma53_range,368
total_unit_duration,117.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.23782961460446247
median_unit_duration,0.125
std_unit_duration,0.18471221676876615
most_common_note,C5
most_common_note_count,84
