Variable,Value
makam,mahur
form,sazsemaisi
usul,aksaksemai
title,
composer,refik_talat_alpman
filename,mahur--sazsemaisi--aksaksemai----refik_talat_alpman.txt
note_count,807
unique_note_count,26
minimum_koma53,-1
maximum_koma53,389
mean_koma53,323.86617100371745
median_koma53,327.0
std_koma53,54.06665248793491
koma53_range,390
total_unit_duration,111.5
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.13816604708798016
median_unit_duration,0.09375
std_unit_duration,0.11876758238921965
most_common_note,D5
most_common_note_count,151
