Variable,Value
makam,yegah
form,sarki
usul,duyek
title,ay_buyurken
composer,alaeddin_yavasca
filename,yegah--sarki--duyek--ay_buyurken--alaeddin_yavasca.txt
note_count,324
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,300.0308641975309
median_koma53,314.0
std_koma53,76.48419354212706
koma53_range,372
total_unit_duration,47.875
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.14776234567901234
median_unit_duration,0.125
std_unit_duration,0.107582176821781
most_common_note,A4
most_common_note_count,47
