Variable,Value
makam,hicazkar
form,sarki
usul,turkaksagi
title,vazgecip_naz
composer,medeni_aziz_efendi
filename,hicazkar--sarki--turkaksagi--vazgecip_naz--medeni_aziz_efendi.txt
note_count,614
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,324.7899022801303
median_koma53,332.0
std_koma53,56.0929358376584
koma53_range,372
total_unit_duration,65.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.10586319218241043
median_unit_duration,0.0625
std_unit_duration,0.06850423604319564
most_common_note,D5
most_common_note_count,105
