Variable,Value
makam,arazbar
form,kupe
usul,duyek
title,ol_kadar
composer,ahmet_avni_konuk
filename,arazbar--kupe--duyek--ol_kadar--ahmet_avni_konuk.txt
note_count,108
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,308.06481481481484
median_koma53,335.5
std_koma53,94.93138428567916
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14814814814814814
median_unit_duration,0.125
std_unit_duration,0.08821991582369859
most_common_note,G5
most_common_note_count,19
