Variable,Value
makam,buselik
form,agirsemai
usul,aksaksemai
title,niyaz-i_nagme-i
composer,comlekcizade_recep_celebi
filename,buselik--agirsemai--aksaksemai--niyaz-i_nagme-i--comlekcizade_recep_celebi.txt
note_count,265
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,314.6679245283019
median_koma53,327.0
std_koma53,60.70740735837843
koma53_range,359
total_unit_duration,40.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.15141509433962264
median_unit_duration,0.125
std_unit_duration,0.09285113206549148
most_common_note,E5
most_common_note_count,52
