Variable,Value
makam,nihavent
form,pesrev
usul,devrikebir
title,
composer,kanuni_mehmed_bey
filename,nihavent--pesrev--devrikebir----kanuni_mehmed_bey.txt
note_count,532
unique_note_count,22
minimum_koma53,-1
maximum_koma53,371
mean_koma53,304.0733082706767
median_koma53,318.0
std_koma53,67.15126333559039
koma53_range,372
total_unit_duration,84.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.15836466165413535
median_unit_duration,0.125
std_unit_duration,0.09078572334023037
most_common_note,C5
most_common_note_count,73
