Variable,Value
makam,kurdilihicazkar
form,sarki
usul,aksak
title,bir_gun
composer,ferit_sidal
filename,kurdilihicazkar--sarki--aksak--bir_gun--ferit_sidal.txt
note_count,273
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,333.8095238095238
median_koma53,340.0
std_koma53,33.03374473650432
koma53_range,372
total_unit_duration,35.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.12866300366300365
median_unit_duration,0.125
std_unit_duration,0.08207498580783676
most_common_note,G5
most_common_note_count,64
