Variable,Value
makam,segah
form,turku
usul,curcuna
title,bala_kekligim
composer,
filename,segah--turku--curcuna--bala_kekligim--.txt
note_count,291
unique_note_count,11
minimum_koma53,-1
maximum_koma53,349
mean_koma53,300.6529209621993
median_koma53,318.0
std_koma53,78.29035138986735
koma53_range,350
total_unit_duration,55.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.18943298969072164
median_unit_duration,0.125
std_unit_duration,0.10527069283516872
most_common_note,D5
most_common_note_count,79
