Variable,Value
makam,suzidilara
form,sarki
usul,sofyan
title,ey_nevbahar-i
composer,manok_aga
filename,suzidilara--sarki--sofyan--ey_nevbahar-i--manok_aga.txt
note_count,304
unique_note_count,15
minimum_koma53,-1
maximum_koma53,367
mean_koma53,310.58223684210526
median_koma53,318.0
std_koma53,60.292902889763184
koma53_range,368
total_unit_duration,24.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.07976973684210527
median_unit_duration,0.0625
std_unit_duration,0.04034988299879354
most_common_note,D5
most_common_note_count,49
