Variable,Value
makam,ussak
form,turku
usul,musemmen
title,su_kislanin
composer,adana
filename,ussak--turku--musemmen--su_kislanin--adana.txt
note_count,307
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,313.9804560260586
median_koma53,318.0
std_koma53,49.20225972333856
koma53_range,350
total_unit_duration,48.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1567589576547231
median_unit_duration,0.125
std_unit_duration,0.08277460068868592
most_common_note,D5
most_common_note_count,88
