Variable,Value
makam,huzzam_icedid
form,ilahi
usul,duyek
title,goster_bize
composer,huseyin_sadettin_arel
filename,huzzam_icedid--ilahi--duyek--goster_bize--huseyin_sadettin_arel.txt
note_count,118
unique_note_count,17
minimum_koma53,-1
maximum_koma53,358
mean_koma53,298.45762711864404
median_koma53,318.0
std_koma53,83.25890461530292
koma53_range,359
total_unit_duration,21.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.17796610169491525
median_unit_duration,0.125
std_unit_duration,0.14238766345555168
most_common_note,D5
most_common_note_count,15
