Variable,Value
makam,saba
form,sarki
usul,aksak
title,sen_sinemde
composer,necip_mirkelamoglu
filename,saba--sarki--aksak--sen_sinemde--necip_mirkelamoglu.txt
note_count,362
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.27348066298345
median_koma53,318.0
std_koma53,29.03193033518715
koma53_range,372
total_unit_duration,40.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1111878453038674
median_unit_duration,0.0625
std_unit_duration,0.06465472383714896
most_common_note,C5
most_common_note_count,85
