Variable,Value
makam,ussak
form,beste
usul,nimdevir
title,bakilmaz_aziz-i
composer,basmaci_abdi_efendi
filename,ussak--beste--nimdevir--bakilmaz_aziz-i--basmaci_abdi_efendi.txt
note_count,601
unique_note_count,15
minimum_koma53,-1
maximum_koma53,349
mean_koma53,291.1630615640599
median_koma53,312.0
std_koma53,83.28673383725568
koma53_range,350
total_unit_duration,108.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.17970049916805325
median_unit_duration,0.125
std_unit_duration,0.08756101291718678
most_common_note,C5
most_common_note_count,105
