Variable,Value
makam,nihavent
form,fantezi
usul,sofyan
title,sarahaten_acaba
composer,ali_rifat_cagatay
filename,nihavent--fantezi--sofyan--sarahaten_acaba--ali_rifat_cagatay.txt
note_count,453
unique_note_count,13
minimum_koma53,-1
maximum_koma53,362
mean_koma53,303.0044150110375
median_koma53,318.0
std_koma53,67.6541502885153
koma53_range,363
total_unit_duration,75.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1661147902869757
median_unit_duration,0.125
std_unit_duration,0.10098231062678505
most_common_note,D5
most_common_note_count,83
