Variable,Value
makam,ussak
form,turku
usul,yuruksemai_ii
title,cilveloy
composer,artvin
filename,ussak--turku--yuruksemai_ii--cilveloy--artvin.txt
note_count,105
unique_note_count,5
minimum_koma53,305
maximum_koma53,336
mean_koma53,320.85714285714283
median_koma53,318.0
std_koma53,9.762987968134247
koma53_range,31
total_unit_duration,18.75
minimum_unit_duration,0.125
maximum_unit_duration,0.375
mean_unit_duration,0.17857142857142858
median_unit_duration,0.125
std_unit_duration,0.09149063183892499
most_common_note,D5
most_common_note_count,35
