Variable,Value
makam,karcigar
form,sarki
usul,duyek
title,oh_guzel_kiz
composer,sadettin_kaynak
filename,karcigar--sarki--duyek--oh_guzel_kiz--sadettin_kaynak.txt
note_count,510
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,292.0960784313726
median_koma53,327.0
std_koma53,112.44874223821495
koma53_range,372
total_unit_duration,77.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.15122549019607842
median_unit_duration,0.125
std_unit_duration,0.07984436227983278
most_common_note,D5
most_common_note_count,79
