Variable,Value
makam,gerdaniye
form,turku
usul,nimsofyan
title,ey_sevdigim
composer,muhlis_akarsu
filename,gerdaniye--turku--nimsofyan--ey_sevdigim--muhlis_akarsu.txt
note_count,319
unique_note_count,8
minimum_koma53,-1
maximum_koma53,358
mean_koma53,310.77742946708463
median_koma53,318.0
std_koma53,68.43932256106035
koma53_range,359
total_unit_duration,21.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.06661442006269593
median_unit_duration,0.0625
std_unit_duration,0.0388889706708158
most_common_note,E5
most_common_note_count,56
