Variable,Value
makam,rast
form,nakis
usul,duyek
title,amed_nesim-i
composer,abdulkadir_meragi
filename,rast--nakis--duyek--amed_nesim-i--abdulkadir_meragi.txt
note_count,593
unique_note_count,11
minimum_koma53,-1
maximum_koma53,349
mean_koma53,307.504215851602
median_koma53,313.0
std_koma53,40.527939967476556
koma53_range,350
total_unit_duration,62.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.10476391231028667
median_unit_duration,0.0625
std_unit_duration,0.0690141356912373
most_common_note,C5
most_common_note_count,116
