Variable,Value
makam,suzinak-zirgule
form,seyir
usul,aksak
title,
composer,eb
filename,suzinak-zirgule--seyir--aksak----eb.txt
note_count,66
unique_note_count,10
minimum_koma53,-1
maximum_koma53,362
mean_koma53,303.4848484848485
median_koma53,318.0
std_koma53,79.62802800410697
koma53_range,363
total_unit_duration,9.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.13636363636363635
median_unit_duration,0.125
std_unit_duration,0.09100737693913971
most_common_note,C5
most_common_note_count,12
