Variable,Value
makam,rengidil
form,sarki
usul,turkaksagi
title,masum_bakislim
composer,halis_bey
filename,rengidil--sarki--turkaksagi--masum_bakislim--halis_bey.txt
note_count,252
unique_note_count,16
minimum_koma53,-1
maximum_koma53,376
mean_koma53,287.3253968253968
median_koma53,318.0
std_koma53,100.64586879855726
koma53_range,377
total_unit_duration,35.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1388888888888889
median_unit_duration,0.125
std_unit_duration,0.081571685016126
most_common_note,C5
most_common_note_count,27
