Variable,Value
makam,acemkurdi
form,sarki
usul,duyek
title,unutmak_istesem
composer,arif_sami_toker
filename,acemkurdi--sarki--duyek--unutmak_istesem--arif_sami_toker.txt
note_count,365
unique_note_count,9
minimum_koma53,-1
maximum_koma53,362
mean_koma53,289.82191780821915
median_koma53,327.0
std_koma53,114.55860615232997
koma53_range,363
total_unit_duration,54.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.1482876712328767
median_unit_duration,0.125
std_unit_duration,0.10745682063026468
most_common_note,G5
most_common_note_count,49
