Variable,Value
makam,nihavent
form,sarki
usul,duyek
title,ahimi_hicranimi
composer,selahattin_inal
filename,nihavent--sarki--duyek--ahimi_hicranimi--selahattin_inal.txt
note_count,544
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,314.65808823529414
median_koma53,331.0
std_koma53,84.36981651125723
koma53_range,372
total_unit_duration,62.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.11420036764705882
median_unit_duration,0.0625
std_unit_duration,0.10171224480194885
most_common_note,F5
most_common_note_count,90
