Variable,Value
makam,rast
form,sarki
usul,sofyan
title,sazin_gibi
composer,lemi_atli
filename,rast--sarki--sofyan--sazin_gibi--lemi_atli.txt
note_count,433
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,310.02540415704385
median_koma53,318.0
std_koma53,62.85688330692842
koma53_range,372
total_unit_duration,59.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.1379907621247113
median_unit_duration,0.09375
std_unit_duration,0.11084467713510804
most_common_note,D5
most_common_note_count,92
