Variable,Value
makam,ussak
form,turku
usul,sofyan
title,eledim_eledim
composer,erzurum
filename,ussak--turku--sofyan--eledim_eledim--erzurum.txt
note_count,268
unique_note_count,5
minimum_koma53,-1
maximum_koma53,327
mean_koma53,293.60820895522386
median_koma53,312.0
std_koma53,81.89711875091513
koma53_range,328
total_unit_duration,24.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.09048507462686567
median_unit_duration,0.0625
std_unit_duration,0.082237824031844
most_common_note,B4b1
most_common_note_count,72
