Variable,Value
makam,ussak
form,turku
usul,nimsofyan
title,sarardim_ben
composer,
filename,ussak--turku--nimsofyan--sarardim_ben--.txt
note_count,717
unique_note_count,7
minimum_koma53,-1
maximum_koma53,349
mean_koma53,316.8535564853556
median_koma53,327.0
std_koma53,48.0381834776353
koma53_range,350
total_unit_duration,61.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.08542538354253836
median_unit_duration,0.0625
std_unit_duration,0.042593066980153874
most_common_note,D5
most_common_note_count,158
