Variable,Value
makam,kurdilihicazkar
form,sarki
usul,aksak
title,nereden_sevdim
composer,selahaddin_pinar
filename,kurdilihicazkar--sarki--aksak--nereden_sevdim--selahaddin_pinar.txt
note_count,316
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,331.2753164556962
median_koma53,349.0
std_koma53,69.32378705956917
koma53_range,381
total_unit_duration,26.625
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.08425632911392406
median_unit_duration,0.0625
std_unit_duration,0.055850898322346014
most_common_note,G5
most_common_note_count,61
