Variable,Value
makam,nikriz
form,sarki
usul,evfer
title,yere_dussen
composer,irfan_dogrusoz
filename,nikriz--sarki--evfer--yere_dussen--irfan_dogrusoz.txt
note_count,550
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,297.74
median_koma53,322.0
std_koma53,89.44489628685837
koma53_range,372
total_unit_duration,56.375
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.1025
median_unit_duration,0.0625
std_unit_duration,0.0702817239365255
most_common_note,D5
most_common_note_count,90
