Variable,Value
makam,rast
form,sarki
usul,devrihindi
title,ehl-i_dil
composer,haci_arif_bey
filename,rast--sarki--devrihindi--ehl-i_dil--haci_arif_bey.txt
note_count,399
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,318.04761904761904
median_koma53,332.0
std_koma53,67.36345010572104
koma53_range,372
total_unit_duration,56.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.14066416040100252
median_unit_duration,0.125
std_unit_duration,0.13557536478746401
most_common_note,D5
most_common_note_count,62
