Variable,Value
makam,ussak
form,turku
usul,devrisureyyasofyani
title,su_dereden
composer,
filename,ussak--turku--devrisureyyasofyani--su_dereden--.txt
note_count,80
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,287.6
median_koma53,318.0
std_koma53,97.53955380747865
koma53_range,359
total_unit_duration,6.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.3125
mean_unit_duration,0.0859375
median_unit_duration,0.0625
std_unit_duration,0.0470395319204086
most_common_note,D5
most_common_note_count,20
