Variable,Value
makam,nihavent
form,aranagme
usul,turkaksagi
title,1
composer,
filename,nihavent--aranagme--turkaksagi--1--.txt
note_count,169
unique_note_count,12
minimum_koma53,0
maximum_koma53,349
mean_koma53,315.70414201183434
median_koma53,318.0
std_koma53,29.156311811611275
koma53_range,349
total_unit_duration,20.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.11908284023668639
median_unit_duration,0.125
std_unit_duration,0.08274792618019582
most_common_note,B4b5
most_common_note_count,30
