Variable,Value
makam,beyati
form,agirsemai
usul,aksaksemai
title,cikmaz_derun_u
composer,tabi_mustafa_efendi
filename,beyati--agirsemai--aksaksemai--cikmaz_derun_u--tabi_mustafa_efendi.txt
note_count,441
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,303.2358276643991
median_koma53,318.0
std_koma53,75.87698587970146
koma53_range,372
total_unit_duration,81.75
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.18537414965986396
median_unit_duration,0.125
std_unit_duration,0.10434836503168912
most_common_note,D5
most_common_note_count,89
