Variable,Value
makam,seddisaba
form,sazsemaisi
usul,aksaksemai
title,
composer,zeki_atkosar
filename,seddisaba--sazsemaisi--aksaksemai----zeki_atkosar.txt
note_count,453
unique_note_count,20
minimum_koma53,-1
maximum_koma53,380
mean_koma53,320.9690949227373
median_koma53,332.0
std_koma53,70.6870763264209
koma53_range,381
total_unit_duration,67.5
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.1490066225165563
median_unit_duration,0.125
std_unit_duration,0.14455192552966678
most_common_note,D5
most_common_note_count,101
