ID,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255,p256,p257,p258,p259,p260,p261,p262,p263,p264,p265,p266,p267,p268,p269,p270,p271,p272,p273,p274,p275,p276,p277,p278,p279,p280,p281,p282,p283,p284,p285,p286,p287,p288,p289,p290,p291,p292,p293,p294,p295,p296,p297,p298,p299,p300,p301,p302,p303,p304,p305,p306,p307,p308,p309,p310,p311,p312,p313,p314,p315,p316,p317,p318,p319,p320,p321,p322,p323,p324,p325,p326,p327,p328,p329,p330,p331,p332,p333,p334,p335,p336,p337,p338,p339,p340,p341,p342,p343,p344,p345,p346,p347,p348,p349,p350,p351,p352,p353,p354,p355,p356,p357,p358,p359,p360,p361,p362,p363,p364,p365
hicaz--sarki--nimsofyan--ah_edip--kadri_sencalar,291,305,305,310,310,305,310,,,,,305,310,322,322,310,310,310,310,,,,,322,327,327,327,327,336,310,322,310,310,305,322,310,305,305,305,305,,310,310,305,,,296,305,305,310,310,305,310,,,,,305,310,327,322,310,305,310,,,,,,327,327,327,327,327,322,310,310,310,305,310,322,310,305,305,305,305,,322,327,336,,322,327,336,336,336,340,336,336,336,336,336,344,349,349,344,336,336,336,336,336,336,336,336,349,344,349,349,344,349,349,336,336,336,327,336,336,336,327,322,322,322,327,322,310,305,,322,327,336,336,336,340,336,336,336,336,336,344,349,349,344,344,336,336,336,336,336,336,336,349,344,349,349,344,349,349,336,336,336,327,336,327,336,327,327,322,322,327,322,327,327,,322,327,327,327,,336,322,327,327,327,327,322,322,310,305,305,296,296,305,310,296,296,,291,296,310,310,322,310,305,310,310,305,305,310,310,310,305,305,305,305,327,336,327,327,,322,327,327,327,336,327,327,327,327,327,327,310,322,310,296,305,296,296,305,305,296,,,291,305,310,310,322,310,310,310,310,305,305,322,310,310,305,305,305,305,305,305,305,,,291,305,310,310,310,305,310,,,,,305,310,327,322,310,322,305,310,310,310,327,327,,327,336,310,327,310,310,310,310,305,310,322,310,305,305,305,305,305,310,322,296,,,296,305,310,310,310,310,310,,,,305,305,310,327,322,322,310,305,310,310,305,327,327,,327,322,310,327,310,310,310,310,305,310,322,310,305,305,305,305,305,305,305,305
hicaz--sarki--nimsofyan--aksam_olur--dramali_hasan_hasguler,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,367,367,349,349,349,344,344,344,340,340,344,344,344,363,363,349,349,349,344,344,344,340,340,344,344,344,,,,344,344,349,349,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,366,358,358,349,349,349,344,344,344,340,340,344,344,344,358,358,349,349,349,344,344,344,336,336,344,344,344,,,,,344,349,349,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,366,358,358,349,349,349,344,344,344,344,340,344,344,344,358,358,349,349,349,344,344,344,344,336,344,344,344,,,,,336,344,344,349,349,349,358,358,358,349,349,349,349,340,340,340,336,336,336,349,349,349,340,340,336,336,327,322,322,327,327,327,327,327,327,327,340,336,336,327,322,322,327,327,327,327,327,327,327,,,,336,344,344,349,349,349,358,358,358,358,349,349,349,340,340,340,336,336,336,349,349,349,349,340,336,336,327,327,322,327,327,327,327,327,327,327,340,336,336,327,327,322,327,327,327,327,327,327,327,349,349,349,349,349,340,336,336,336,336,336,336,336,340,340,340,340,340,336,327,327,327,327,327,327,327,336,336,336,336,336,327,322,322,322,322,322,322,322,327,327,327,322,322,310,305,305,305,305,305,305,305,349,349,349,349,349,340,336,336,336,336,336,336,336,340,340,340,340,340,336,327,327,327,327,327,327,327,336,336,336,336,336,327,322,322,322,322,322,322,322,327,327,327,322,322,310,305,305,305,305,305,305,305
hicaz--sarki--nimsofyan--ayrilik_atesten--fahri_kayahan,340,336,336,327,322,327,336,336,322,327,322,322,322,327,322,322,310,305,310,,327,327,327,336,327,327,336,349,344,349,349,336,327,336,340,336,340,336,327,322,336,327,336,336,322,310,322,327,327,327,322,310,310,322,310,322,322,305,310,305,296,296,291,296,296,327,310,322,310,305,305,310,305,305,305,305,305,305,305,305,305,296,310,322,327,327,327,336,336,336,336,340,327,327,327,327,327,327,336,322,322,322,310,336,327,327,327,327,,,310,305,305,322,305,310,322,322,322,322,327,327,327,,,,336,336,336,336,340,327,327,327,327,327,336,322,322,322,322,310,336,327,327,327,327,,,305,305,305,322,310,310,327,310,322,327,327,327,327,327,327,327,327,327,327,327,327,349,349,349,344,358,358,358,344,344,336,336,349,349,340,340,340,340,327,327,327,327,327,327,327,327,349,349,349,349,344,358,358,358,344,344,336,336,349,349,340,340,340,336,340,340,340,340,340,340,340,340,340,336,340,340,336,349,349,349,336,336,327,327,336,336,340,336,327,322,,327,336,327,322,322,310,322,322,327,322,310,305,,310,322,310,305,305,305,305,305,296,291,296,296,322,322,310,310,310,305,322,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,,,,,340,340,340,340,340,340,340,340,340,340,340,336,336,349,349,349,336,327,327,,336,336,336,327,327,322,327,327,336,327,322,310,,322,327,322,310,310,,310,310,322,310,305,296,305,305,296,296,291,296,322,322,322,310,310,305,305,310,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305
hicaz--sarki--nimsofyan--cok_yasa--muhlis_sabahaddin_ezgi,358,353,358,340,336,340,349,344,349,336,327,340,336,340,327,322,327,305,322,336,358,358,358,358,353,358,340,336,340,349,344,349,336,327,340,336,340,327,322,327,336,322,310,305,305,305,305,305,305,336,336,336,322,322,322,310,305,305,305,305,336,336,336,322,322,322,310,305,296,305,310,322,310,305,296,305,310,322,310,305,322,327,336,327,322,310,305,305,305,,,,305,305,305,336,336,336,322,322,322,310,305,305,305,305,336,336,336,322,322,322,310,305,296,305,310,322,310,305,296,305,310,322,310,296,322,327,336,327,322,310,305,305,305,,,,305,305,305,322,322,327,336,336,336,358,358,305,305,305,322,322,327,336,336,336,358,358,358,305,305,305,322,322,327,336,336,336,358,358,349,344,349,340,336,327,336,336,336,,,,305,305,305,322,322,327,336,336,336,358,358,305,305,305,322,322,327,336,336,336,358,358,358,305,305,305,322,322,327,336,336,336,358,358,349,344,349,340,336,327,336,336,336,,,,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,340,336,327,349,349,349,336,327,349,349,349,340,336,327,349,349,349,340,336,327,322,327,336,327,322,310,305,305,305,336,336,322,327,336,327,322,310,305,305,305,,,,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,340,336,327,349,349,349,336,327,349,349,349,340,336,327,349,349,349,340,336,327,322,327,336,327,322,310,305,305,305,336,336,322,327,336,327,322,310,305,305,305
hicaz--sarki--nimsofyan--gonul_penceresinden--muzaffer_ilkar,305,322,327,336,336,336,349,349,336,310,305,322,327,336,336,336,349,349,336,336,358,363,336,327,327,349,358,336,322,322,336,340,336,322,336,305,322,322,310,336,358,363,340,327,327,327,349,340,322,322,322,336,340,322,336,310,310,327,305,305,305,305,322,336,340,336,336,349,336,340,336,305,322,336,340,336,336,349,340,340,336,358,358,349,327,327,340,349,340,327,322,336,340,340,322,322,322,336,327,310,305,305,310,327,336,336,336,340,340,336,322,305,310,327,336,336,336,336,340,336,336,336,358,349,327,327,327,349,340,322,322,322,336,340,322,327,322,310,327,305,327,349,358,358,327,327,327,349,349,327,322,322,336,349,327,322,327,310,336,310,305,305,358,358,349,327,327,336,349,340,327,322,336,340,340,327,322,322,336,327,322,305,305,310,327,336,336,336,336,340,336,322,305,305,322,336,336,336,336,358,336,336,336,358,349,327,327,327,349,340,322,322,322,336,340,322,327,322,310,336,310,327,349,358,358,336,327,327,349,349,327,322,322,336,349,327,322,327,305,322,310,305,305,305,310,327,310,305,322,327,327,322,322,305,310,327,322,305,305,327,327,322,322,322,358,358,358,358,358,363,358,340,336,336,358,358,358,358,358,363,358,340,349,336,358,358,340,327,327,340,349,340,327,322,336,349,340,322,322,327,336,327,310,305,305,322,327,336,336,336,340,349,336,310,305,310,327,336,336,336,340,340,336,336,358,363,340,327,327,327,358,336,322,322,322,336,336,322,336,310,310,327,305,336,358,358,349,327,327,327,349,340,322,322,322,336,340,322,327,322,310,336,305,305,305
hicaz--sarki--nimsofyan--mahmur_bakisli--zeki_duygulu,349,349,349,340,340,336,327,327,327,,,340,340,340,336,336,327,322,322,322,,,,327,327,336,322,322,310,305,305,336,327,336,322,322,336,322,310,305,305,296,296,305,305,305,349,349,340,340,340,327,327,327,,,,340,340,340,336,336,327,322,322,322,,,327,327,327,322,322,310,305,305,305,336,336,336,322,327,336,327,310,305,305,296,305,305,305,327,327,336,327,327,336,344,349,349,358,358,349,344,344,336,336,336,327,327,327,344,340,344,344,349,349,344,340,340,344,349,349,358,367,358,349,358,358,349,344,344,340,344,344,344,344,327,336,336,327,336,336,344,349,358,358,358,344,344,336,336,336,327,327,327,327,344,344,344,344,349,349,344,340,344,344,349,358,358,367,358,349,358,358,349,344,344,344,344,344,344,358,358,358,349,349,336,336,336,344,349,358,358,344,349,349,336,340,340,327,327,340,340,340,349,349,340,336,336,327,322,327,327,336,327,327,322,322,327,310,310,305,305,305,305,305,305,358,358,358,349,344,336,336,344,344,349,358,358,344,349,336,336,340,327,327,336,340,340,340,349,349,340,336,327,327,322,327,336,336,327,327,322,327,322,310,305,305,305,305,305,305,305,349,349,349,340,340,327,327,327,,,,340,340,349,336,336,327,322,322,322,,,,327,327,322,322,310,305,305,305,336,327,336,322,327,336,322,310,305,305,305,305,305,305,349,349,349,340,340,336,327,327,327,,,,340,340,349,336,336,322,322,322,,,,327,327,336,322,310,305,305,305,305,327,336,336,322,327,322,322,310,305,305,305,305,305,305
hicaz--sarki--nimsofyan--sari_kurdelem--fahri_kayahan,358,358,358,349,358,358,371,367,349,344,336,349,349,349,344,349,349,367,358,344,336,327,367,367,358,349,349,344,336,336,336,336,,344,349,344,349,349,363,349,340,327,327,,336,340,336,340,340,358,340,336,322,322,,336,336,340,336,327,322,336,327,327,322,,336,340,340,336,327,322,336,327,327,322,,349,349,349,340,340,336,336,327,322,322,327,310,322,310,305,305,305,322,327,344,349,358,358,358,349,358,358,358,358,358,358,358,344,358,358,358,358,358,349,344,349,349,349,349,336,327,349,358,358,358,358,358,358,358,344,358,358,358,358,358,349,344,349,349,349,349,336,327,349,358,358,358,358,358,358,358,344,358,358,358,358,358,349,349,358,358,349,349,349,349,349,349,349,349,349,349,349,349,358,349,336,340,340,349,336,340,336,336,336,340,336,322,327,327,349,349,349,349,349,349,349,340,336,336,327,336,322,322,322,310,305,305,305,305,310,322,327,336,336,322,322,327,336,336,336,336,336,336,358,358,358,358,358,358,358,358,358,358,358,349,358,349,349,349,358,349,336,340,340,340,336,340,336,336,336,340,336,322,327,336,344,349,349,349,349,349,349,340,336,340,327,336,322,322,322,310,305,305,305,305,,,,340,340,340,340,,340,340,340,336,336,336,340,340,340,340,,340,340,340,336,336,336,358,358,358,358,358,349,349,340,336,327,327,322,322,322,310,310,305,305,305,,,,340,340,340,340,,340,340,340,336,336,336,340,340,340,340,,340,340,340,336,336,336,358,358,358,358,358,349,349,340,336,327,327,322,322,322,310,310,305,305,305
hicaz--sarki--raksaksagi--benim_yarim--sadettin_kaynak,327,327,327,305,305,310,310,322,322,336,327,322,310,305,296,327,327,327,327,305,310,310,322,322,327,336,322,310,305,310,310,327,327,327,322,322,310,310,305,305,305,305,305,305,,,327,327,327,305,305,310,310,322,322,336,327,322,310,305,296,327,327,327,327,305,305,310,322,322,327,336,322,310,305,310,310,327,327,327,322,322,310,310,305,305,305,305,305,305,,,322,322,327,336,336,336,336,327,327,322,327,336,322,322,310,322,322,327,327,336,336,336,327,327,327,327,327,310,310,322,322,310,305,305,305,305,305,305,305,305,305,305,305,305,,,322,322,327,327,336,336,336,327,327,327,327,336,322,322,310,322,322,327,327,336,336,336,327,327,327,327,327,310,310,322,322,310,310,305,305,305,305,305,305,305,305,305,305,305,,,318,318,318,318,318,318,318,318,318,318,318,318,318,318,313,313,327,327,327,327,327,327,327,327,327,327,322,322,310,305,305,310,310,305,296,296,296,296,291,296,296,296,296,,,,291,291,296,296,305,305,305,305,305,305,305,305,305,305,305,305,322,327,327,336,336,340,349,349,340,336,327,322,310,322,322,310,310,305,305,305,305,305,305,305,305,305,305,305,305,,327,327,327,327,327,327,327,327,336,322,322,310,305,305,296,296,327,327,327,327,327,327,327,336,322,322,310,310,305,310,310,322,322,327,322,322,310,310,305,305,305,305,305,,,,327,327,327,327,327,327,327,327,336,322,322,310,305,305,296,296,327,327,327,327,327,327,327,336,322,322,310,310,305,310,310,322,322,327,322,322,310,310,305,305,305,305,305
hicaz--sarki--semai--bulbulun_cilesi--yusuf_nalkesen,305,327,327,358,349,349,340,336,327,358,358,358,358,358,358,358,358,349,358,349,358,358,327,336,336,344,349,344,362,358,340,336,327,327,327,362,358,358,349,340,340,336,327,322,322,322,322,322,336,322,310,305,327,336,327,336,322,322,310,310,305,305,305,305,305,305,305,305,305,305,362,358,349,349,340,336,336,327,322,322,322,322,322,327,322,305,305,327,327,327,336,322,322,310,310,305,305,305,305,305,305,305,305,305,296,305,296,305,305,305,305,305,305,296,305,305,310,305,305,305,305,305,327,327,327,322,327,314,314,322,327,327,327,327,327,327,327,327,,327,327,336,336,336,336,336,327,327,327,344,344,358,349,344,327,336,358,349,358,349,344,344,344,344,327,327,327,327,327,327,327,327,327,327,358,349,340,327,322,310,296,305,296,305,296,305,305,305,305,305,305,296,296,305,310,305,305,305,305,305,327,327,327,322,327,322,314,322,322,327,327,327,327,327,327,327,,327,327,336,336,336,336,336,336,327,327,344,344,358,349,344,327,336,336,349,358,358,344,344,344,344,336,327,327,327,327,327,327,327,327,327,358,349,340,336,336,327,322,336,336,327,327,327,344,358,349,349,344,336,344,336,344,344,349,344,344,336,327,336,327,358,349,349,344,336,336,327,310,305,322,310,310,310,310,305,305,327,358,358,349,344,344,327,358,358,358,358,358,358,358,358,358,349,349,349,358,327,327,336,344,344,349,349,358,349,340,327,322,327,362,362,358,349,349,344,336,327,327,322,322,322,322,336,327,310,305,305,336,327,327,336,322,310,310,310,305,305,305,305,305,305,305,305,305
hicaz--sarki--semai--degdi_saclarima--bekirof,340,340,340,336,340,327,327,336,340,349,349,349,349,336,336,336,327,336,322,322,327,336,340,340,340,340,327,327,327,322,327,310,310,322,327,336,336,327,336,322,327,322,310,310,310,305,305,310,322,327,336,349,340,340,340,336,340,340,327,336,340,349,349,349,349,336,336,336,327,336,336,322,327,336,340,340,340,340,327,327,327,322,322,327,310,322,327,336,336,327,336,322,327,322,310,310,310,305,305,310,322,327,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,340,336,340,340,340,327,327,322,322,322,322,322,322,327,327,336,336,336,340,340,358,358,353,340,336,327,336,336,336,336,336,336,336,322,327,336,322,310,305,336,336,336,336,336,336,336,336,336,336,336,336,336,340,340,336,340,340,327,327,322,322,322,322,322,322,327,327,327,336,336,340,340,358,358,353,340,336,327,327,336,336,336,336,336,336,327,336,344,349,358,358,358,358,358,358,358,358,349,349,349,349,349,340,340,340,340,336,340,340,349,349,336,336,336,336,336,336,336,340,340,336,336,327,327,322,322,327,327,336,336,336,340,340,340,340,340,340,340,340,340,340,340,,,340,340,340,336,327,327,336,336,336,340,340,349,349,336,336,336,327,322,322,327,336,340,340,340,340,340,327,327,322,322,310,310,322,322,322,322,327,336,336,322,322,322,327,322,310,310,305,305,305,305,305,305,340,340,340,336,327,327,336,336,336,336,340,349,349,336,336,336,327,322,322,327,336,336,340,340,340,340,327,327,322,322,310,310,322,322,322,322,327,336,336,322,322,322,327,322,310,310,310,305,305,305,305,305
hicaz--sarki--semai--golgesinde_mevsimler--yusuf_nalkesen,305,310,322,322,305,305,296,305,310,322,322,305,310,310,305,310,322,322,305,305,296,305,310,322,322,305,310,310,349,349,344,344,349,344,336,336,336,327,327,327,327,327,327,336,344,344,358,340,336,340,336,327,327,358,358,358,367,349,340,340,340,336,327,322,322,310,310,310,327,336,327,336,336,344,358,340,336,340,336,336,327,358,358,358,367,349,349,340,340,336,327,322,322,322,310,305,305,305,305,310,310,322,327,327,327,336,336,336,340,327,327,,336,327,327,322,327,322,310,322,310,310,327,327,327,327,305,305,310,322,310,310,310,305,305,310,322,310,310,310,349,349,340,336,336,327,322,322,322,310,305,305,305,305,305,305,310,322,327,327,327,336,336,336,340,327,327,,336,336,327,322,327,322,310,322,322,310,327,327,327,327,305,305,310,322,310,310,310,310,305,310,322,310,310,310,310,349,340,336,336,327,322,322,322,310,305,305,305,305,305,327,336,344,349,340,336,336,340,336,327,358,358,358,358,367,358,349,358,349,344,344,349,344,344,336,336,336,336,336,340,336,340,340,340,340,340,336,340,327,327,327,327,336,327,322,327,322,322,310,322,310,327,327,327,327,327,336,340,336,340,340,340,340,340,336,340,327,327,327,327,336,327,322,327,322,322,310,322,310,327,327,327,327,327,305,310,322,327,327,327,327,322,310,322,310,310,310,305,358,358,358,358,358,358,358,358,358,358,358,358,358,358,367,349,349,,327,344,349,358,340,340,,322,336,340,349,349,340,336,336,336,327,322,322,310,305,310,327,344,349,349,340,336,336,336,327,322,322,310,305,305,305,305
hicaz--sarki--semai--hastayim_yalnizim--lemi_atli,305,340,340,340,340,340,336,340,340,349,349,340,336,340,340,340,340,,327,322,336,336,322,322,327,327,310,327,322,310,296,296,296,296,296,296,344,349,363,349,340,336,322,310,305,310,322,296,310,305,305,305,305,305,305,340,340,336,340,336,340,340,349,358,349,336,340,340,340,340,,327,327,336,336,322,322,310,327,322,322,327,310,305,296,296,296,296,296,349,344,363,358,340,336,327,310,305,305,322,310,296,305,305,305,305,305,327,336,336,336,327,322,310,322,322,322,322,327,310,305,305,305,305,305,336,336,336,336,336,336,340,336,327,340,336,336,327,327,327,327,327,336,340,336,322,310,305,336,327,327,327,358,358,358,358,349,336,327,327,349,340,327,310,322,322,322,322,322,327,336,336,336,,358,340,327,305,305,310,310,296,305,305,305,305,305,336,336,336,336,340,327,336,336,336,327,314,305,291,283,283,283,283,283,344,336,336,336,349,344,336,336,,367,349,349,344,336,336,336,336,336,358,358,358,358,367,358,349,336,349,340,336,327,327,322,322,322,322,327,336,336,336,,340,327,322,322,349,340,327,310,322,322,322,322,322,296,305,305,305,305,358,340,327,305,305,310,310,296,305,305,305,305,305,358,358,358,358,367,349,358,358,358,367,349,344,349,358,358,358,358,358,367,367,358,358,358,358,358,358,358,363,375,358,363,358,358,358,358,358,371,367,367,358,358,363,349,349,380,389,371,349,344,336,336,336,336,358,358,358,358,358,349,336,327,327,349,336,327,310,322,322,322,322,322,296,305,305,305,305,358,349,327,305,305,310,310,296,305,305,305,305,305
hicaz--sarki--semai--sana_dun--munir_nurettin_selcuk,327,327,327,327,305,305,305,305,327,327,305,327,340,336,322,322,327,327,310,327,322,305,305,327,327,305,327,340,336,322,322,327,322,310,327,322,305,305,322,305,305,,,322,305,296,305,305,327,322,310,305,305,310,305,296,305,305,327,322,310,305,305,310,327,327,327,327,327,327,327,336,327,336,327,322,322,305,310,327,322,322,305,310,327,327,327,327,327,305,327,340,336,322,322,336,336,322,310,310,305,305,,322,305,322,327,336,336,336,327,327,340,340,336,327,327,336,327,327,336,344,349,349,336,358,349,349,344,327,336,336,358,349,349,,,336,349,336,358,349,349,336,340,336,336,322,322,336,327,322,305,322,322,,310,322,327,327,322,305,322,327,310,322,310,310,,336,327,327,322,310,305,305,322,305,322,305,305,310,358,353,340,358,358,358,358,358,358,358,358,358,353,353,367,371,358,340,353,358,358,358,358,358,,358,358,366,349,349,349,349,349,358,366,358,358,340,344,,336,358,358,340,349,336,,,340,336,336,327,336,341,327,322,327,336,336,336,327,336,336,336,358,349,336,344,349,,336,336,349,340,340,322,322,322,322,327,322,327,327,358,349,336,341,341,336,340,322,322,322,336,327,310,310,322,305,305,,322,322,305,310,305,296,305,305,310,322,310,305,305,310,305,305,305,305,310,322,310,305,305,310,327,327,327,327,327,327,327,327,336,327,336,327,322,310,305,327,327,322,310,305,327,327,327,327,327,327,327,305,327,336,322,322,327,336,327,310,305,322,305,305,305,305,305,,336,327,322,310,310,305,305,305,305,310,305,322,322,305
hicaz--sarki--semai--sevgimizin_askimizin--sadettin_oktenay,358,358,349,349,,349,358,340,340,,340,349,336,336,,349,340,336,336,349,349,358,340,,340,340,336,336,,336,340,327,327,327,336,322,305,305,358,358,363,349,,349,349,358,340,,340,340,336,336,336,,344,336,336,336,349,358,340,340,340,340,349,336,,336,336,340,327,327,336,336,305,305,305,305,305,310,310,,305,322,327,327,336,336,340,327,327,336,336,340,327,327,358,363,349,349,,349,358,340,340,340,340,349,336,336,340,340,349,336,336,336,336,340,327,,327,327,322,322,322,322,327,336,336,336,322,327,336,336,336,336,340,327,,322,336,322,322,,310,310,305,305,305,310,322,305,305,305,358,363,349,349,349,349,358,340,340,340,340,349,336,336,340,340,336,336,336,336,340,327,327,327,336,322,322,322,,310,322,305,305,310,310,322,305,305,358,358,363,349,349,349,349,340,340,340,340,349,336,336,336,349,344,336,336,349,349,358,340,340,340,340,349,336,336,336,336,327,327,327,336,340,358,358,358,358,358,363,363,358,363,375,380,380,363,363,375,358,358,363,363,358,358,358,358,353,353,353,,353,358,340,340,340,340,353,336,336,340,340,353,336,336,336,340,327,327,327,322,336,322,322,322,327,336,336,336,322,322,327,336,336,336,336,340,327,327,322,327,322,322,322,310,322,305,305,305,310,322,305,305,358,363,363,349,349,349,349,358,340,340,340,349,336,336,336,340,349,336,336,336,336,340,327,327,322,327,336,322,322,310,310,322,305,305,310,310,305,305,305,336,340,327,327,327,327,336,322,322,310,310,322,305,305,310,310,322,305,305
hicaz--sarki--semai--sirma_sacli--misirli_udi_ibrahim_efendi,336,322,336,327,327,327,336,310,322,327,310,322,310,322,336,310,310,305,305,305,305,310,322,327,305,305,305,322,310,305,322,336,305,305,327,322,327,310,336,336,327,322,327,322,327,327,322,322,327,305,310,310,305,310,305,310,322,310,296,305,327,327,310,305,336,305,305,327,327,344,336,327,327,327,344,344,349,336,349,344,336,336,336,358,358,358,358,349,349,344,336,336,327,327,336,344,327,327,327,327,,327,349,344,336,327,327,344,344,349,349,349,344,336,336,336,344,358,358,358,349,344,358,344,336,344,327,327,344,336,327,327,327,327,,358,344,349,336,344,327,327,327,305,327,305,,358,358,367,358,344,336,349,358,358,336,349,336,327,327,340,327,322,327,358,349,336,327,322,327,305,305,310,322,310,305,305,305,305,,358,344,358,344,349,344,336,327,305,327,305,327,358,358,367,358,349,336,344,358,358,336,349,344,336,327,336,327,322,327,344,349,340,327,322,327,310,296,310,327,322,305,305,305,305,,344,349,358,349,344,344,358,340,327,344,327,344,,344,349,358,358,358,358,363,358,358,375,358,349,344,344,358,340,358,358,358,340,336,322,310,305,305,327,336,349,336,327,327,327,327,358,367,349,358,344,349,327,344,327,327,327,327,,358,371,367,349,344,344,349,358,349,336,344,336,327,327,340,322,322,344,358,340,336,327,310,322,296,305,327,322,310,305,305,305,305,358,358,344,349,336,344,327,344,327,305,327,305,,358,371,367,358,344,336,349,358,349,336,349,336,327,327,340,322,322,327,358,349,336,327,310,327,305,305,310,322,310,305,305,305,305
hicaz--sarki--semai--tadi_yok--muzaffer_ilkar,305,336,358,340,336,327,310,305,305,344,358,349,336,340,327,336,336,349,349,336,349,336,358,340,327,327,327,336,310,327,336,322,305,305,305,305,336,358,327,336,327,305,305,305,344,358,340,336,340,322,336,336,349,349,349,349,336,358,336,327,327,327,327,310,327,336,310,305,305,305,322,322,336,336,322,322,327,327,305,322,310,305,305,327,336,327,322,327,327,310,310,327,327,310,310,310,336,349,336,327,340,340,327,327,327,358,358,349,336,327,310,305,305,305,322,336,336,336,322,322,327,310,322,327,305,305,322,327,327,327,322,327,310,310,310,327,322,310,310,336,344,349,336,327,340,336,327,327,358,358,363,340,322,349,336,336,336,358,349,336,336,327,322,340,340,340,327,336,340,340,336,349,336,327,327,327,322,322,322,327,322,322,322,340,336,322,336,327,327,305,305,,358,358,349,336,327,340,336,336,358,358,336,336,336,322,336,340,340,336,327,340,340,336,349,340,336,327,327,327,322,322,327,327,322,322,340,336,327,336,336,327,322,305,,358,358,363,340,363,380,363,358,358,358,375,380,380,375,363,375,358,358,363,375,358,358,358,358,353,353,336,340,349,349,349,340,344,349,349,336,349,340,340,336,340,327,327,327,358,358,358,336,375,375,358,358,358,363,375,380,380,363,363,375,358,375,358,358,358,358,363,358,353,340,336,344,349,349,336,340,349,349,336,358,349,340,340,336,336,327,327,358,358,363,340,327,349,336,336,336,358,349,336,336,327,322,340,340,340,327,336,340,340,336,349,336,336,327,327,322,322,322,327,322,322,322,340,336,322,336,327,327,310,305
hicaz--sarki--senginsemai--agyar_ile--bimen_sen,336,336,322,305,305,340,340,336,336,336,336,349,358,340,336,340,327,327,327,327,327,322,296,296,349,349,340,327,322,322,322,305,322,340,327,322,322,305,305,305,305,336,336,322,322,305,340,327,336,336,336,336,340,358,349,336,327,336,322,327,327,327,322,305,296,349,349,349,327,322,322,322,305,322,327,336,322,322,310,305,305,305,305,327,336,336,322,322,327,310,305,305,305,327,336,327,327,327,340,322,327,327,327,327,336,336,336,336,349,349,340,336,327,322,327,327,327,322,327,340,327,327,327,327,327,327,358,349,349,336,344,349,349,,349,349,340,340,336,327,327,322,322,322,322,327,340,340,336,327,327,313,327,327,318,313,313,313,327,327,322,322,327,327,327,327,327,336,327,322,322,310,305,305,305,,310,310,327,322,310,305,296,296,296,296,296,305,305,310,310,327,327,322,310,310,305,305,305,305,358,344,344,358,358,358,358,358,358,358,358,349,344,358,358,358,358,358,349,344,358,349,344,344,336,336,336,336,336,336,327,344,349,358,349,344,349,358,358,358,358,349,344,336,358,358,358,358,358,349,367,358,358,358,344,349,349,349,349,344,344,336,336,349,344,336,336,336,336,344,327,327,336,344,349,340,336,327,322,327,327,327,322,327,340,327,327,336,327,327,327,358,349,349,336,336,349,349,349,,349,340,340,336,336,327,322,322,322,322,327,336,340,336,336,327,313,318,327,318,313,313,313,313,327,322,336,327,327,327,327,327,336,336,322,310,310,305,305,305,,322,305,327,327,322,305,291,296,296,296,296,305,305,305,310,327,327,327,310,310,305,305,305,305
